Function,Global Final Mean,Global Final Std,Global PB Mean,Global PB Std,Ring Final Mean,Ring Final Std,Ring PB Mean,Ring PB Std,VN Final Mean,VN Final Std,VN PB Mean,VN PB Std
Shubert-3,-19.099291434958573,0.48428856633747647,-19.595194840127853,0.21539642564832306,-18.66466697478382,0.6961892060206357,-19.742144184468735,0.07439505284564467,-19.444069606334313,0.505931240573498,-19.8060296766151,0.004820770639402602
Trid,-1.9999999984771089,1.8975378905951812e-09,-1.999999999902188,2.449060872209019e-10,-1.9999999999788052,1.524517988334352e-11,-1.9999999999945297,4.954686909398843e-12,-1.9999999999979117,2.1036844676905304e-12,-1.999999999999836,1.390233347119955e-13
Egg Crate,1.6966456263575511e-07,1.0756532916165765e-06,1.1564277363976518e-09,2.0249009656341704e-09,1.626186563985949e-09,2.7147463661181912e-09,4.516779057115653e-10,6.591439600724978e-10,1.762326016873036e-11,1.2898717688097117e-11,2.8796487306585978e-12,2.1085055264369057e-12
Himmelblau,1.9167419860001715,3.188247684392034,50.12900147195153,38.62064848204112,0.8374432835743005,1.0661808521294702,26.214054503376605,4.653420069279317,0.18036493583616217,0.5362715396802491,27.627632013259344,15.48631415460324
Holder Table Function,-18.844085676572806,0.333569257797582,-2.7494712867184097,0.09141169502774628,-18.703726200227724,0.46963207240071164,-4.115594704799712,0.9376716197597675,-19.085494746728706,0.21513402462962308,-4.603937967656096,1.3036964932778075
Keane Function,-0.6631522419047703,0.02261944249987039,0.0,0.0,-0.6665515851545786,0.00826882741454644,0.0,0.0,-0.6726836920137831,0.0027127026749443448,0.0,0.0
Bird Function,-104.76691283497465,4.315983050262145,-3.2939055126175303,0.5531788542644271,-104.9750354153522,2.379494338294453,-4.872649305690273,0.8110427231962117,-106.48862797414198,0.9144458121696964,-5.1764812336684285,1.2867593557131494
Xin-She Yang N.4,-0.9992749989219325,0.0036548067555269366,-0.9995283974457126,0.0028703835134696277,-0.9999475773510188,8.809836930965433e-05,-0.9999744699745936,3.998241632922204e-05,-0.9999984310596355,8.594940974484144e-07,-0.9999993617164499,4.554012280225463e-07
Cross-in-Tray,-2.059367344053676,0.006743451995701566,-2.0626012491110832,2.363959590123045e-05,-2.0606586098882627,0.002783082759605935,-2.062608925643188,4.192786166475212e-06,-2.0623380538174905,0.0007075953780500757,-2.0626115817508,7.945657913569011e-07
Schwefel 2.21,0.00013042814314988055,6.479859097031252e-05,2.7858904144328176e-05,1.187844088957289e-05,3.1733801588431424e-05,9.874361371336415e-06,1.306611304466641e-05,5.304717786057546e-06,8.216391973487882e-06,2.1075714690301956e-06,2.3053313504016763e-06,9.041157450822096e-07
